2025-07-21 10:50:00	1Y7DIX	14097057	-21	0	IO91kg	23	VE6JY	DO33or	6728	321	1
2025-07-21 05:12:00	1Y7ABW	14097068	-18	0	JG49	0	VK5ARG	PF95ht	11932	138	1
2025-07-21 03:32:00	1X7VIP	14097065	-11	0	MP35	47	VK5KJP/1	QG49ho	13144	122	1
2025-07-21 03:22:00	1Q7QXM	14097070	-24	0	LI95	7	VK5KJP/1	PF85xr	8714	124	1
2025-07-21 03:12:00	1J7KXH	14097065	-10	0	KJ26	57	VK5KJP/1	QG49ho	13761	130	1
2025-07-21 03:02:00	1D7QVA	14097067	-11	0	ME74	43	VK5KJP/1	RF72no	7831	124	1
2025-07-21 02:52:00	167KUV	14097066	-6	0	KQ43	7	VK5KJP/1	QF13xa	14708	83	1
2025-07-21 02:42:00	1Q7WIA	14097066	-12	0	NE82	37	VK5KJP/1	QG49ho	5503	84	1
2025-07-21 02:32:00	1Q7XFS	14097066	-10	0	LP85	13	VK5KJP/1	RF72no	15021	113	1
2025-07-21 02:22:00	1L7DDJ	14097066	-8	0	LQ03	7	VK5KJP/1	QF13xa	14332	94	1
2025-07-21 02:12:00	1D7VOD	14097069	-11	0	LP76	23	VK5KJP/1	RF72no	15094	111	1
2025-07-21 02:02:00	167NYY	14097065	-9	0	MP53	53	VK5KJP/1	RF72no	14352	125	1
2025-07-21 01:52:00	1Y7GJZ	14097065	-9	-1	MM35	33	VK5KJP/1	RF72no	13750	129	1
2025-07-21 01:42:00	1Q7YUU	14097065	-9	0	MI28	50	VK5KJP/1	RF72no	11668	129	1
2025-07-21 01:32:00	1J7RFN	14097065	-8	0	MK94	17	VK5KJP/1	RF72no	11515	133	1
2025-07-21 01:22:00	1C7JQJ	14097066	-6	0	MF02	3	VK5KJP/1	RF72no	9293	133	1
2025-07-21 01:12:00	157AMB	14097065	-9	0	MP71	47	VK5KJP/1	QG49ho	12209	129	1
2025-07-21 01:02:00	1Y7EVK	14097065	-6	0	MI64	23	VK5KJP/1	QG49ho	8302	127	1
2025-07-21 00:52:00	1Q7XFR	14097066	-9	0	NE70	30	VK5KJP/1	RF72no	6297	110	1
2025-07-21 00:42:00	1J7PQK	14097066	-12	0	MB12	50	VK5KJP/1	QF13xa	5964	91	1
2025-07-21 00:32:00	1C7IBF	14097065	-12	0	KJ62	57	VK5KJP/1	QG62lr	13080	128	1
2025-07-21 00:22:00	1T7SOQ	14097066	-9	0	LQ06	50	VK5KJP/1	QG62lr	14035	92	1
2025-07-20 21:42:00	147FYE	14097064	-14	0	IG98	3	VK5HW	QF22pf	12547	152	1
2025-07-20 21:32:00	1X7HCU	14097065	-25	0	IN96	37	VK3KHZ	QF22pf	17101	83	1
2025-07-20 21:22:00	1P7WJM	14097069	-23	0	IO14	3	ZL1KFM	RF72no	17902	329	1
2025-07-20 11:12:00	1X7YYW	14097077	-25	0	OQ72	23	G4ZJH	JO02rf	5241	310	1
2025-07-20 08:02:00	1Y7DIX	14097045	-17	0	IO91kg	23	VE6JY	DO33or	6728	321	1
2025-07-20 07:50:00	1Y7DIX	14097056	-19	0	IO91kg	23	VE6JY	DO33or	6728	321	1
2025-07-20 02:38:00	1I7GBV	14097076	-26	0	IK84	13	F5178SWL	JN37km	3787	12	1
2025-07-19 09:12:00	147MGK	14097069	-17	0	LM49	53	VK6PVL	OF88bc	10528	173	1
2025-07-19 09:02:00	137BXN	14097070	-17	0	KM63	47	VK6PVL	OF88bc	11337	155	1
2025-07-19 08:52:00	107HGB	14097071	-22	0	LJ66	57	VK6PVL	OF88bc	7924	175	1
2025-07-19 08:42:00	1W7KZX	14097072	-19	0	MF54	57	F61695	LG79sc	2214	313	1
2025-07-19 08:32:00	1T7QIH	14097072	-18	0	ML91	47	F61695	LG79sc	5354	210	1
2025-07-19 08:22:00	1S7FZW	14097072	-14	0	MI29	27	F61695	LG79sc	2486	204	1
2025-07-19 08:12:00	1P7JSZ	14097071	-23	0	MB83	33	F61695	LG79sc	6301	336	1
2025-07-19 08:02:00	1M7PBQ	14097072	-19	0	KJ09	53	F61695	LG79sc	5068	132	1
2025-07-19 07:52:00	1L7ESL	14097073	-12	0	LF68	37	F61695	LG79sc	1209	13	1
2025-07-19 07:42:00	1I7ILY	14097072	-16	0	NL15	20	F61695	LG79sc	5946	212	1
2025-07-19 07:32:00	1G7ZSK	14097071	-16	0	MM26	17	F61695	LG79sc	6456	190	1
2025-07-19 07:22:00	1E7DLV	14097072	-16	0	OL27	33	F61695	LG79sc	7561	230	1
2025-07-19 07:12:00	1C7TDE	14097070	-15	0	MM52	37	F61695	LG79sc	6157	198	1
2025-07-19 07:02:00	197WWK	14097072	-14	0	NP03	60	F61695	LG79sc	9640	204	1
2025-07-19 06:52:00	187MNQ	14097071	-16	0	NB15	47	F61695	LG79sc	6182	329	1
2025-07-19 06:22:00	127VPJ	14097072	-25	0	LI77	27	F61695	LG79sc	2044	178	1
2025-07-18 10:42:00	1K7DWR	14097076	-24	0	NB00	23	A2NEW	KG25xj	6640	300	1
2025-07-18 10:32:00	1H7JFC	14097071	-22	0	LI97	13	ZS6GL	KG33xv	4307	232	1
2025-07-18 10:22:00	1E7MYM	14097071	-14	0	NE80	23	ZS6GL	LG78qs	6346	296	1
2025-07-18 10:12:00	187ULJ	14097065	-23	0	NA82	30	ZS6GL	KG33xv	7009	290	1
2025-07-18 10:02:00	157YES	14097071	-18	0	OD95	33	A2NEW	KG33xv	7990	253	1
2025-07-18 09:52:00	137BYC	14097071	-13	0	NP14	57	ZS6GL	LG78qs	11129	231	1
2025-07-18 09:42:00	107HGM	14097069	-23	0	OL11	47	ZS6CR	KG43ol	9766	242	1
2025-07-18 09:32:00	1W7LAF	14097069	-23	0	NI25	0	ZS6CR	KG43ol	6674	244	1
2025-07-18 09:22:00	1T7OTP	14097069	-18	0	OA59	33	ZS6GL	KG43ol	7220	273	1
2025-07-18 09:12:00	1Q7UCB	14097067	-20	0	OA59	33	ZS6GL	KG43ol	7019	273	1
2025-07-18 09:02:00	1N7XVM	14097071	-11	0	NH80	50	A2NEW	LG78qs	7259	260	1
2025-07-18 08:52:00	1L7BOV	14097070	-24	0	OA68	10	ZS6GL	KG33xv	7254	271	1
2025-07-18 08:42:00	1I7FIG	14097070	-20	0	NE35	60	ZS6GL	KG33xv	5858	271	1
2025-07-18 08:32:00	1B7BOA	14097071	-24	0	MP57	33	ZS6WBT	KG43ol	11011	220	1
